24,27,78,29,41,31,41,52,41,55,48,47
28,36,30,41,30,47,42,38,50,55,52,57
0,22,29,24,33,38,29,35,33,26,29,35
21,23,24,26,28,30,42,28,0,0,0,0
28,35,0,35,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0
21,27,29,33,25,37,43,48,47,108,26,27
22,0,0,0,0,0,0,0,0,0,0,0
21,22,24,33,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,108,0,0
23,40,29,0,0,0,0,0,0,0,0,0
